Price,Address,City,Bedrooms,Baths,Area,Type
28000000,"Bahria Town Phase 8 - Block E, Bahria Town Phase 8",Rawalpindi,5,5,10 Marla,House
38000000,"Bahria Town Phase 8 - Sector E-1, Bahria Town Phase 8",Rawalpindi,5,5,10 Marla,House
16500000,"Bahria Town Phase 8 - Sector E-4, Bahria Town Phase 8",Rawalpindi,3,3,5 Marla,House
25000000,"Bahria Town Phase 8 - Block D, Bahria Town Phase 8",Rawalpindi,5,6,8 Marla,House
18500000,"Bahria Town Phase 8 - Sector E-3, Bahria Town Phase 8",Rawalpindi,3,3,5 Marla,House
29500000,"Bahria Town Phase 8 - Sector F-1, Bahria Town Phase 8",Rawalpindi,5,5,10 Marla,House
54900000,"Bahria Greens - Overseas Enclave - Sector 5, Bahria Greens - Overseas Enclave",Rawalpindi,6,6,1.00 Kanal,House
40000000,"Bahria Town Phase 8 - Block B, Bahria Town Phase 8",Rawalpindi,5,5,10 Marla,House
28000000,"Bahria Town Phase 8 - Block L, Bahria Town Phase 8",Rawalpindi,5,6,10 Marla,House
31000000,"Bahria Town Phase 8 - Block E, Bahria Town Phase 8",Rawalpindi,5,5,10 Marla,House
15500000,"Snober City, Adiala Road",Rawalpindi,4,4,5.8 Marla,House
11000000,"Snober City, Adiala Road",Rawalpindi,4,5,5 Marla,House
7500000,"Snober City, Adiala Road",Rawalpindi,2,3,5.5 Marla,House
21000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,4,4,5 Marla,House
24500000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,5,7 Marla,House
107500000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,5,1.00 Kanal,House
97500000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,6,6,1.00 Kanal,House
22500000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,5,7 Marla,House
35000000,"Bahria Town Phase 8 - Sector F-1, Bahria Town Phase 8",Rawalpindi,5,5,10 Marla,House
21500000,"Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,4,5,7 Marla,House
23000000,"Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,7 Marla,House
25000000,"Bahria Town Phase 8 - Block J, Bahria Town Phase 8",Rawalpindi,5,6,8 Marla,House
21300000,"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,7 Marla,House
17000000,"Bahria Town Phase 8 - Block M, Bahria Town Phase 8",Rawalpindi,3,4,5 Marla,House
56500000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
16000000,"Snober City - Ali Block, Snober City",Rawalpindi,3,3,10 Marla,House
29500000,"Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,5,7 Marla,House
9500000,"Snober City, Adiala Road",Rawalpindi,3,4,4 Marla,House
12900000,"Snober City, Adiala Road",Rawalpindi,4,4,5 Marla,House
14500000,"Snober City, Adiala Road",Rawalpindi,4,4,5 Marla,House
17000000,"Adiala Road, Rawalpindi",Rawalpindi,3,3,9 Marla,House
26000000,"Bahria Town Rawalpindi, Rawalpindi",Rawalpindi,5,5,7 Marla,House
37500000,"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8",Rawalpindi,5,5,9 Marla,House
40000000,"Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,7 Marla,House
35000000,"Bahria Town Phase 8 - Sector E-1, Bahria Town Phase 8",Rawalpindi,5,5,10 Marla,House
17500000,"Snober City - Bilal Block, Snober City",Rawalpindi,4,4,7 Marla,House
36500000,"Bahria Town Phase 8 - Block C, Bahria Town Phase 8",Rawalpindi,5,6,10 Marla,House
80000000,"New Lalazar, Rawalpindi",Rawalpindi,5,7,2.75 Kanal,House
19500000,"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,5,7 Marla,House
18300000,"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,3,4,5 Marla,House
125000000,"Bahria Town Phase 2, Bahria Town Rawalpindi",Rawalpindi,5,5,1.00 Kanal,House
125000000,"Bahria Town Phase 2, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
105000000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,5,5,1.00 Kanal,House
95000000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
85000000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,5,1.00 Kanal,House
97500000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,5,1.00 Kanal,House
99600000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,6,6,1.00 Kanal,House
23500000,"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,3,4,5 Marla,House
37000000,"Bahria Town Phase 8 - Block C, Bahria Town Phase 8",Rawalpindi,5,6,10 Marla,House
17500000,"Bahria Town Phase 8 - Rafi Block, Bahria Town Phase 8",Rawalpindi,3,4,5 Marla,House
32000000,"Bahria Town Phase 8 - Block L, Bahria Town Phase 8",Rawalpindi,5,6,10 Marla,House
62500000,"Bahria Town Phase 8 - Block A, Bahria Town Phase 8",Rawalpindi,6,6,1.00 Kanal,House
37000000,"Bahria Town Phase 8 - Block D, Bahria Town Phase 8",Rawalpindi,5,6,10 Marla,House
37000000,"Bahria Town Phase 8 - Block A, Bahria Town Phase 8",Rawalpindi,5,6,10 Marla,House
19500000,"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,3,3,5 Marla,House
125000000,"Bahria Intellectual Village, Bahria Town Rawalpindi",Rawalpindi,6,6,1.10 Kanal,House
18000000,"Gulzar-e-Quaid Housing Society, Rawalpindi",Rawalpindi,2,2,7.1 Marla,House
16500000,"Caltex Road, Rawalpindi",Rawalpindi,4,5,5 Marla,House
48000000,"Bahria Town Phase 8 - Block B, Bahria Town Phase 8",Rawalpindi,5,6,10 Marla,House
20000000,"Bahria Town Phase 8 - Block M, Bahria Town Phase 8",Rawalpindi,3,4,5 Marla,House
43000000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,7,6,10 Marla,House
59000000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,5,5,10 Marla,House
115000000,"Bahria Town Phase 5, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
122000000,"Bahria Town Phase 2, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
120000000,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,6,6,1.48 Kanal,House
13000000,"Airport Housing Society - Sector 4, Airport Housing Society",Rawalpindi,3,4,5 Marla,House
29000000,"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,7 Marla,House
35000000,"Bahria Town Phase 8 - Block N, Bahria Town Phase 8",Rawalpindi,5,6,10 Marla,House
3300000,"Samarzar Housing Society, Rawalpindi",Rawalpindi,2,1,2 Marla,House
28500000,"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8",Rawalpindi,5,7,7 Marla,House
15000000,"Airport Housing Society - Sector 4, Airport Housing Society",Rawalpindi,4,4,5 Marla,House
46000000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
70000000,"Askari 14, Rawalpindi",Rawalpindi,5,6,16 Marla,House
21000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,3,4,6 Marla,House
6500000,"Adiala Road, Rawalpindi",Rawalpindi,2,3,5 Marla,House
14200000,"Snober City, Adiala Road",Rawalpindi,3,3,6 Marla,House
22500000,"Gulraiz Housing Society Phase 2, Gulraiz Housing Scheme",Rawalpindi,4,6,5.5 Marla,House
43000000,"Bahria Town Phase 2, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
55000000,"Bahria Town Phase 5, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
31000000,"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8",Rawalpindi,4,6,7 Marla,House
28500000,"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8",Rawalpindi,4,6,7 Marla,House
47000000,"Bahria Town Phase 8 - Block L, Bahria Town Phase 8",Rawalpindi,5,6,14 Marla,House
39000000,"Bahria Town Phase 8 - Sector F-1, Bahria Town Phase 8",Rawalpindi,5,5,10 Marla,House
51500000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,5,5,10 Marla,House
13500000,"Chaklala Scheme 3, Chaklala Scheme",Rawalpindi,4,4,3.3 Marla,House
9000000,"Kehkashan Colony, Adiala Road",Rawalpindi,2,3,5 Marla,House
17000000,"Misryal Road, Rawalpindi",Rawalpindi,4,6,5 Marla,House
57000000,"Bahria Town Phase 2, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
56000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,13 Marla,House
43000000,"Bahria Greens - Overseas Enclave - Sector 7, Bahria Greens - Overseas Enclave",Rawalpindi,4,4,10 Marla,House
9500000,"Defence Road, Rawalpindi",Rawalpindi,3,3,4 Marla,House
9000000,"Defence Road, Rawalpindi",Rawalpindi,2,2,5 Marla,House
14000000,"Janjua Town, Rawalpindi",Rawalpindi,4,4,5 Marla,House
27799999,"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,7 Marla,House
27900000,"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8",Rawalpindi,5,6,7 Marla,House
30000000,"Gulzar-e-Quaid Housing Society, Rawalpindi",Rawalpindi,6,5,8 Marla,House
120000000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,6,6,1.00 Kanal,House
52500000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
23000000,"Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,5,7 Marla,House
39000000,"Bahria Town Phase 8 - Block G, Bahria Town Phase 8",Rawalpindi,5,7,10 Marla,House
12500000,"New Lalazar, Rawalpindi",Rawalpindi,3,3,5 Marla,House
5100000,"Gulbahar Scheme - Sector 1, Gulbahar Scheme",Rawalpindi,2,2,3.3 Marla,House
5700000,"Adiala Road, Rawalpindi",Rawalpindi,2,2,5 Marla,House
65000000,"Gulraiz Housing Society Phase 3, Gulraiz Housing Scheme",Rawalpindi,6,6,1.00 Kanal,House
32500000,"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,7.5 Marla,House
27500000,"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,7 Marla,House
17500000,"Bahria Town Phase 8 - Block M, Bahria Town Phase 8",Rawalpindi,3,4,5 Marla,House
9000000,"Punjab Government Servant Housing Foundation (PGSHF), Rawalpindi",Rawalpindi,2,2,5 Marla,House
22000000,"Chaklala Scheme 3, Chaklala Scheme",Rawalpindi,4,4,7 Marla,House
15800000,"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,3,4,5 Marla,House
22000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,3,4,5 Marla,House
19500000,"Bahria Town Phase 8 - Block M, Bahria Town Phase 8",Rawalpindi,3,3,5 Marla,House
65000000,"Bahria Greens - Overseas Enclave, Bahria Town Phase 8",Rawalpindi,5,6,12 Marla,House
18500000,"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8",Rawalpindi,3,5,5 Marla,House
43000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,7,10 Marla,House
27300000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,7 Marla,House
37900000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,10.9 Marla,House
55000000,"Bahria Greens - Overseas Enclave, Bahria Town Phase 8",Rawalpindi,5,6,15 Marla,House
39500000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,12 Marla,House
4500000,"Bahria Town Phase 8 - Awami Villas 3, Bahria Town Phase 8",Rawalpindi,2,2,8.9 Marla,House
6600000,"Bahria Town Phase 8 - Awami Villas 3, Bahria Town Phase 8",Rawalpindi,2,2,5 Marla,House
15000000,"Bahria Town Phase 8 - Safari Homes, Bahria Town Phase 8",Rawalpindi,3,4,5.5 Marla,House
119000000,"Bahria Greens - Overseas Enclave, Bahria Town Phase 8",Rawalpindi,5,6,1.40 Kanal,House
84500000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,7,8,1.10 Kanal,House
50000000,"Media Town, Rawalpindi",Rawalpindi,6,6,12 Marla,House
34000000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
20000000,"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,3,4,5 Marla,House
20500000,"Bahria Town Phase 8 - Block M, Bahria Town Phase 8",Rawalpindi,4,5,5 Marla,House
25500000,"Airport Housing Society, Rawalpindi",Rawalpindi,6,5,8 Marla,House
37000000,"Airport Housing Society, Rawalpindi",Rawalpindi,7,6,10 Marla,House
43500000,"Bahria Town Phase 8 - Usman D Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,6,5,12 Marla,House
19000000,"Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,4,4,7 Marla,House
25500000,"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,8 Marla,House
14800000,"Snober City, Adiala Road",Rawalpindi,4,4,5 Marla,House
122500000,"Bahria Town Phase 2, Bahria Town Rawalpindi",Rawalpindi,5,5,1.00 Kanal,House
31000000,"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8",Rawalpindi,5,6,10 Marla,House
26500000,"Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,5,7 Marla,House
25500000,"Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,7 Marla,House
25000000,"Bahria Town Phase 8 - Rafi Block, Bahria Town Phase 8",Rawalpindi,3,4,5 Marla,House
28500000,"Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,4,5,7 Marla,House
11000000,"Airport Housing Society - Sector 4, Airport Housing Society",Rawalpindi,2,2,5 Marla,House
12500000,"Airport Housing Society - Sector 4, Airport Housing Society",Rawalpindi,2,3,5 Marla,House
13300000,"Airport Housing Society - Sector 4, Airport Housing Society",Rawalpindi,3,4,5 Marla,House
29000000,"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,7,7 Marla,House
32000000,"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,5,8 Marla,House
4200000,"Girja Road, Rawalpindi",Rawalpindi,3,3,6 Marla,House
28000000,"Peshawar Road, Rawalpindi",Rawalpindi,3,3,11 Marla,House
24000000,"Airport Housing Society, Rawalpindi",Rawalpindi,5,5,8 Marla,House
52500000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,11 Marla,House
11500000,"Airport Housing Society, Rawalpindi",Rawalpindi,2,3,5 Marla,House
14000000,"Airport Housing Society, Rawalpindi",Rawalpindi,3,4,6 Marla,House
17500000,"Bahria Town Phase 8 - Block M, Bahria Town Phase 8",Rawalpindi,4,4,5 Marla,House
47000000,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,5,5,10 Marla,House
9500000,"Adiala Road, Rawalpindi",Rawalpindi,2,2,5 Marla,House
8500000,"Adiala Road, Rawalpindi",Rawalpindi,2,3,5 Marla,House
16000000,"Clifton Township, Rawalpindi",Rawalpindi,3,3,7 Marla,House
28500000,"Gulshan Abad Sector 1, Gulshan Abad",Rawalpindi,6,6,10 Marla,House
36000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,7 Marla,House
47000000,"Askari 14, Rawalpindi",Rawalpindi,4,4,10 Marla,House
18000000,"Gulshan Abad, Rawalpindi",Rawalpindi,3,3,10 Marla,House
32500000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,4,5,10 Marla,House
24500000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,4,5,5.6 Marla,House
90000000,"Satellite Town - Block A, Satellite Town",Rawalpindi,6,6,12.5 Marla,House
50900000,"Bahria Greens - Overseas Enclave, Bahria Town Phase 8",Rawalpindi,5,6,11 Marla,House
57000000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,6,11 Marla,House
280000000,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,6,6,2.30 Kanal,House
129500000,"Bahria Greens - Overseas Enclave, Bahria Town Phase 8",Rawalpindi,5,6,1.71 Kanal,House
11000000,"Airport Housing Society, Rawalpindi",Rawalpindi,2,2,5 Marla,House
9000000,"Wakeel Colony, Islamabad Highway",Rawalpindi,2,2,5 Marla,House
6600000,"Bahria Town Phase 8 - Awami Villas 3, Bahria Town Phase 8",Rawalpindi,2,2,5.3 Marla,House
5000000,"Bahria Town Phase 8 - Awami Villas 3, Bahria Town Phase 8",Rawalpindi,2,2,5.3 Marla,House
16500000,"Gulshan Abad Sector 1, Gulshan Abad",Rawalpindi,3,4,10 Marla,House
30000000,"Chaklala Scheme 3, Chaklala Scheme",Rawalpindi,6,6,10 Marla,House
39000000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,4,4,10 Marla,House
100000000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,5,5,1.00 Kanal,House
39500000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,4,5,14 Marla,House
29700000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
38000000,"Bahria Town Phase 8 - Block C, Bahria Town Phase 8",Rawalpindi,5,6,10 Marla,House
55000000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
99000000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
150000000,"Bahria Greens - Overseas Enclave, Bahria Town Phase 8",Rawalpindi,6,6,2.00 Kanal,House
13000000,"Snober City - Green Villas, Snober City",Rawalpindi,4,5,5 Marla,House
72500000,"Bahria Greens - Overseas Enclave - Sector 3, Bahria Greens - Overseas Enclave",Rawalpindi,7,6,1.00 Kanal,House
127500000,"Bahria Town Phase 2, Bahria Town Rawalpindi",Rawalpindi,5,6,1.10 Kanal,House
60000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,6,6,17 Marla,House
43500000,"Bahria Town Phase 2, Bahria Town Rawalpindi",Rawalpindi,5,5,10 Marla,House
26500000,"Bahria Town Phase 8 - Safari Homes, Bahria Town Phase 8",Rawalpindi,3,3,8 Marla,House
45000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,5,10 Marla,House
60000000,"Askari 14, Rawalpindi",Rawalpindi,4,5,12 Marla,House
45000000,"Askari 14, Rawalpindi",Rawalpindi,4,4,10 Marla,House
34000000,"Bahria Town Phase 8 - Block E, Bahria Town Phase 8",Rawalpindi,5,6,10 Marla,House
7000000,"Wakeel Colony, Islamabad Highway",Rawalpindi,5,5,2 Marla,House
6500000,"Wakeel Colony, Islamabad Highway",Rawalpindi,4,4,2 Marla,House
8000000,"Wakeel Colony, Islamabad Highway",Rawalpindi,3,3,3.5 Marla,House
14000000,"Wakeel Colony, Islamabad Highway",Rawalpindi,4,4,4 Marla,House
6800000,"Wakeel Colony, Islamabad Highway",Rawalpindi,4,2,2 Marla,House
36000000,"Airport Housing Society - Sector 2, Airport Housing Society",Rawalpindi,6,6,10 Marla,House
23000000,"Airport Housing Society, Rawalpindi",Rawalpindi,4,6,8 Marla,House
53000000,"Askari 14, Rawalpindi",Rawalpindi,5,6,10 Marla,House
12000000,"Misryal Road, Rawalpindi",Rawalpindi,4,3,3.5 Marla,House
29800000,"Bahria Town Phase 8 - Sector E-1, Bahria Town Phase 8",Rawalpindi,4,5,10 Marla,House
21000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,3,3,5 Marla,House
39500000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,5,5,10 Marla,House
65000000,"Bahria Town - Safari Villas, Bahria Town Rawalpindi",Rawalpindi,5,5,1.40 Kanal,House
47000000,"Media Town - Block D, Media Town",Rawalpindi,6,6,10 Marla,House
105000000,"Bahria Town Rawalpindi, Rawalpindi",Rawalpindi,6,6,1.00 Kanal,House
29000000,"Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,4,5,7 Marla,House
19500000,"Faisal Colony, Rawalpindi",Rawalpindi,6,6,6 Marla,House
16000000,"Defence Road, Rawalpindi",Rawalpindi,8,6,5.5 Marla,House
14500000,"Defence Road, Rawalpindi",Rawalpindi,4,4,5 Marla,House
13500000,"Airport Housing Society - Sector 4, Airport Housing Society",Rawalpindi,3,3,5 Marla,House
6000000,"Wakeel Colony, Islamabad Highway",Rawalpindi,3,2,2.5 Marla,House
6199000,"Wakeel Colony, Islamabad Highway",Rawalpindi,3,2,2 Marla,House
5000000,"Wakeel Colony, Islamabad Highway",Rawalpindi,2,2,2 Marla,House
6000000,"Wakeel Colony, Islamabad Highway",Rawalpindi,2,2,2 Marla,House
21000000,"Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,3,3,7 Marla,House
37500000,"Airport Housing Society - Sector 3, Airport Housing Society",Rawalpindi,6,6,10 Marla,House
17500000,"Airport Housing Society - Sector 4, Airport Housing Society",Rawalpindi,4,4,5.5 Marla,House
17000000,"Airport Housing Society - Sector 4, Airport Housing Society",Rawalpindi,4,4,5 Marla,House
35000000,"Gulzar-e-Quaid Housing Society, Rawalpindi",Rawalpindi,10,6,12 Marla,House
6000000,"Adiala Road, Rawalpindi",Rawalpindi,2,3,4.5 Marla,House
22000000,"Snober City, Adiala Road",Rawalpindi,4,6,7 Marla,House
9000000,"Bahria Town - Civic Centre, Bahria Town Phase 4",Rawalpindi,2,2,4.4 Marla,House
40000000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,4,10 Marla,House
32000000,"Gulraiz Housing Society Phase 6, Gulraiz Housing Scheme",Rawalpindi,5,5,7 Marla,House
13500000,"Airport Housing Society, Rawalpindi",Rawalpindi,3,3,6.7 Marla,House
13500000,"Samarzar Housing Society, Rawalpindi",Rawalpindi,4,5,6.2 Marla,House
16000000,"Airport Housing Society - Sector 4, Airport Housing Society",Rawalpindi,3,3,5 Marla,House
28100000,"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,7 Marla,House
38000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,10.9 Marla,House
43000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,10.9 Marla,House
39000000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,6,6,10 Marla,House
65000000,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,5,6,12 Marla,House
70000000,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,5,6,12 Marla,House
111000000,"Bahria Town Phase 1, Bahria Town Rawalpindi",Rawalpindi,5,6,1.05 Kanal,House
96000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
95000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
119000000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,5,6,1.25 Kanal,House
120000000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
60000000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
121500000,"Bahria Town Phase 2, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
125000000,"Bahria Town Phase 5, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
120000000,"Bahria Town Phase 1, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
68000000,"Bahria Town Phase 1, Bahria Town Rawalpindi",Rawalpindi,5,6,12 Marla,House
97500000,"Bahria Town Phase 3, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
131500000,"Bahria Town Phase 6, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
85000000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
91500000,"Bahria Town Phase 5, Bahria Town Rawalpindi",Rawalpindi,5,6,16 Marla,House
42500000,"Bahria Town Phase 8 - Block F, Bahria Town Phase 8",Rawalpindi,5,8,10 Marla,House
98000000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,6,1.00 Kanal,House
49000000,"Bahria Town Phase 5, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
30000000,"Lalazar, Rawalpindi",Rawalpindi,5,6,10 Marla,House
130000000,"Bahria Intellectual Village, Bahria Town Rawalpindi",Rawalpindi,5,6,1.40 Kanal,House
41500000,"Bahria Town - Safari Villas, Bahria Town Rawalpindi",Rawalpindi,3,4,12 Marla,House
25500000,"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,7 Marla,House
60000000,"Gulshan Abad Sector 3, Gulshan Abad",Rawalpindi,6,6,1.00 Kanal,House
12500000,"Defence Road, Rawalpindi",Rawalpindi,3,4,6.5 Marla,House
8700000,"Rail View Housing Society, Rawalpindi",Rawalpindi,2,3,4 Marla,House
45000000,"Media Town - Block B, Media Town",Rawalpindi,6,6,10 Marla,House
72500000,"Gulshan Abad, Rawalpindi",Rawalpindi,9,6,1.00 Kanal,House
38000000,"Bahria Town Phase 4, Bahria Town Rawalpindi",Rawalpindi,5,5,10 Marla,House
70000000,"Gulshan Abad, Rawalpindi",Rawalpindi,10,6,1.00 Kanal,House
25000000,"Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,5,6,7 Marla,House
21000000,"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8",Rawalpindi,4,5,5.5 Marla,House
35500000,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,5,6,10 Marla,House
19000000,"Dhok Chaudhrian, Rawalpindi",Rawalpindi,4,4,4 Marla,House
18000000,"Chaklala Scheme 3, Chaklala Scheme",Rawalpindi,4,6,7 Marla,House
35000000,"Chaklala Scheme 3, Chaklala Scheme",Rawalpindi,6,6,10 Marla,House
25000000,"Chaklala Scheme 3, Chaklala Scheme",Rawalpindi,3,3,5 Marla,House
27000000,"Chaklala Scheme 3, Chaklala Scheme",Rawalpindi,4,4,7 Marla,House
9800000,"Snober City, Adiala Road",Rawalpindi,4,2,5 Marla,House
