Price,Address,City,Bedrooms,Baths,Area,Type
36000000,"Bahadurabad, Gulshan-e-Iqbal Town",Karachi,4,3,6.9 Marla,Flat
21000000,"Bahria Town - Precinct 19, Bahria Town Karachi",Karachi,3,3,9.8 Marla,Flat
69500000,"Creek Vista, DHA Phase 8",Karachi,3,4,14.4 Marla,Flat
14000000,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",Karachi,2,2,4.4 Marla,Flat
7500000,"Federal B Area - Block 8, Federal B Area",Karachi,2,2,5.1 Marla,Flat
5500000,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",Karachi,2,2,4.2 Marla,Flat
9000000,"Akhtar Colony, Jamshed Town",Karachi,3,3,5.2 Marla,Flat
22000000,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",Karachi,3,3,6.9 Marla,Flat
21500000,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",Karachi,3,3,8.9 Marla,Flat
22000000,"Saima Jinnah Avenue, Malir",Karachi,2,3,5.8 Marla,Flat
6800000,"Federal Government Employees Housing Foundation, Scheme 33",Karachi,2,2,4.7 Marla,Flat
3600000,"Airport, Karachi",Karachi,2,2,2.4 Marla,Flat
14000000,"Federal B Area - Block 8, Federal B Area",Karachi,2,2,4.9 Marla,Flat
3900000,"North Karachi - Sector 11A, North Karachi",Karachi,3,2,2.9 Marla,Flat
13500000,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",Karachi,2,2,4.7 Marla,Flat
47800000,"Askari 5 - Sector J, Askari 5",Karachi,4,5,14.7 Marla,Flat
22000000,"Amil Colony, Karachi",Karachi,2,3,4.4 Marla,Flat
25000000,"DHA Phase 2 Extension, DHA Defence",Karachi,3,3,6.7 Marla,Flat
5900000,"North Karachi - Sector 5-K, North Karachi",Karachi,2,2,4.2 Marla,Flat
6850000,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",Karachi,2,2,3.2 Marla,Flat
8500000,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",Karachi,3,3,4 Marla,Flat
9000000,"Baloch Colony, Karachi",Karachi,2,2,3.8 Marla,Flat
52500000,"Frere Town, Karachi",Karachi,3,4,8 Marla,Flat
12000000,"Nazimabad 3, Nazimabad",Karachi,4,4,5.3 Marla,Flat
7300000,"Nazimabad 3, Nazimabad",Karachi,4,4,3.1 Marla,Flat
7200000,"Nazimabad 3, Nazimabad",Karachi,4,4,5.3 Marla,Flat
7000000,"Nazimabad 3, Nazimabad",Karachi,4,4,3.1 Marla,Flat
10500000,"North Nazimabad - Block G, North Nazimabad",Karachi,3,3,5.6 Marla,Flat
8000000,"North Nazimabad - Block E, North Nazimabad",Karachi,2,2,3.8 Marla,Flat
11500000,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar",Karachi,4,4,8 Marla,Flat
6500000,"Shadman Town - Sector-14/B, Shadman",Karachi,2,2,3.2 Marla,Flat
5200000,"North Nazimabad - Block D, North Nazimabad",Karachi,2,2,3.1 Marla,Flat
6500000,"North Karachi - Sector 11I, North Karachi",Karachi,2,1,2.9 Marla,Flat
5500000,"Gwalior Cooperative Housing Society, Scheme 33",Karachi,2,2,2.9 Marla,Flat
8000000,"Country Apartment, Scheme 33",Karachi,2,2,4 Marla,Flat
7500000,"Gwalior Cooperative Housing Society, Scheme 33",Karachi,2,2,3.8 Marla,Flat
4800000,"Malik Co-operative Housing Society, Gulzar-e-Hijri",Karachi,2,2,2.9 Marla,Flat
6500000,"Gulshan-e-Kaneez Fatima - Block 1, Gulshan-e-Kaneez Fatima",Karachi,2,2,3.8 Marla,Flat
5500000,"Malik Co-operative Housing Society, Gulzar-e-Hijri",Karachi,2,2,2.9 Marla,Flat
8000000,"Gulshan-e-Kaneez Fatima - Block 1, Gulshan-e-Kaneez Fatima",Karachi,2,2,4.2 Marla,Flat
45000000,"Shahra-e-Faisal, Karachi",Karachi,3,3,7.6 Marla,Flat
57500000,"Sea View Apartments, Karachi",Karachi,3,4,10.2 Marla,Flat
19000000,"North Nazimabad - Block F, North Nazimabad",Karachi,3,3,6 Marla,Flat
6500000,"North Karachi - Sector 11I, North Karachi",Karachi,2,2,4.4 Marla,Flat
6500000,"North Karachi - Sector 11I, North Karachi",Karachi,2,2,3.4 Marla,Flat
5500000,"North Karachi - Sector 11I, North Karachi",Karachi,2,2,4.4 Marla,Flat
4200000,"Scheme 33, Karachi",Karachi,2,2,3.6 Marla,Flat
18000000,"Al-Murtaza Commercial Area, DHA Phase 8",Karachi,2,3,4.2 Marla,Flat
13000000,"Nishat Commercial Area, DHA Phase 6",Karachi,3,3,5.1 Marla,Flat
4800000,"Millat Garden, Malir",Karachi,2,2,2.6 Marla,Flat
8300000,"Bahria Apartments, Bahria Town Karachi",Karachi,2,2,4.2 Marla,Flat
14100000,"Aero Iconic Tower, Federal B Area - Block 21",Karachi,2,2,3.1 Marla,Flat
11000000,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",Karachi,2,2,4.7 Marla,Flat
13700000,"Aero Iconic Tower, Federal B Area - Block 21",Karachi,2,2,3.1 Marla,Flat
2695000,"Bahria Town Karachi, Karachi",Karachi,1,1,1.2 Marla,Flat
19400000,"Aero Iconic Tower, Federal B Area - Block 21",Karachi,2,2,4.2 Marla,Flat
10000000,"Pakistan Merchant Navy Society, Scheme 33 - Sector 15-A",Karachi,2,2,3.7 Marla,Flat
7000000,"Pakistan Merchant Navy Society, Scheme 33 - Sector 15-A",Karachi,2,2,2.9 Marla,Flat
10500000,"Pakistan Merchant Navy Society, Scheme 33 - Sector 15-A",Karachi,2,2,3.7 Marla,Flat
17500000,"Pakistan Merchant Navy Society, Scheme 33 - Sector 15-A",Karachi,2,2,6.4 Marla,Flat
4700000,"Zeenatabad, Scheme 33",Karachi,2,2,3.3 Marla,Flat
22000000,"DHA Phase 4, DHA Defence",Karachi,3,3,6.7 Marla,Flat
22000000,"Jami Commercial Area, DHA Phase 7",Karachi,3,4,6.2 Marla,Flat
14800000,"North Nazimabad, Karachi",Karachi,3,3,5.6 Marla,Flat
15000000,"DHA Phase 6, DHA Defence",Karachi,2,2,4.9 Marla,Flat
15000000,"Bukhari Commercial Area, DHA Phase 6",Karachi,3,3,5.3 Marla,Flat
38500000,"Clifton - Block 9, Clifton",Karachi,3,3,7.6 Marla,Flat
18000000,"Gulzar-e-Hijri, Scheme 33",Karachi,4,4,13.3 Marla,Flat
2400000,"Korangi - Sector 31-G, Korangi",Karachi,2,1,1.8 Marla,Flat
16000000,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",Karachi,3,3,6.4 Marla,Flat
49000000,"Frere Town, Karachi",Karachi,3,4,8 Marla,Flat
84000000,"Civil Lines, Karachi",Karachi,3,4,9.8 Marla,Flat
14500000,"Malir, Karachi",Karachi,3,3,4.9 Marla,Flat
5700000,"Gulistan-e-Jauhar, Karachi",Karachi,3,3,6 Marla,Flat
15000000,"Mehmoodabad Number 5, Mehmoodabad",Karachi,4,4,8 Marla,Flat
27799999,"Federal B Area, Karachi",Karachi,3,3,6 Marla,Flat
27200000,"Rashid Minhas Road, Karachi",Karachi,3,3,6 Marla,Flat
25000000,"Nishat Commercial Area, DHA Phase 6",Karachi,3,4,8 Marla,Flat
70000000,"Clifton, Karachi",Karachi,4,6,18.7 Marla,Flat
6200000,"DHA Phase 6, DHA Defence",Karachi,2,2,2.2 Marla,Flat
42500000,"Clifton - Block 9, Clifton",Karachi,3,4,9.1 Marla,Flat
60000000,"Civil Lines, Karachi",Karachi,3,3,8.4 Marla,Flat
5600000,"Shah Faisal Town, Karachi",Karachi,3,2,2.3 Marla,Flat
30000000,"DHA Phase 6, DHA Defence",Karachi,3,4,8.9 Marla,Flat
18800000,"Bahria Town Karachi, Karachi",Karachi,3,3,7.3 Marla,Flat
16900000,"Bahria Town Karachi, Karachi",Karachi,3,3,6.5 Marla,Flat
7500000,"North Nazimabad - Block H, North Nazimabad",Karachi,2,2,4.2 Marla,Flat
47500000,"Defence View Phase 1, Defence View Society",Karachi,4,4,12.4 Marla,Flat
8500000,"North Nazimabad - Block H, North Nazimabad",Karachi,2,2,2.7 Marla,Flat
11500000,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",Karachi,3,3,5.8 Marla,Flat
12000000,"City Tower And Shopping Mall, University Road",Karachi,2,2,4.7 Marla,Flat
12500000,"Scheme 33 - Sector 35-A, Scheme 33",Karachi,3,4,7.6 Marla,Flat
26500000,"Roomi Residency, Malir",Karachi,3,4,8.9 Marla,Flat
24000000,"Sharfabad, Gulshan-e-Iqbal Town",Karachi,3,4,7.6 Marla,Flat
25000000,"Civil Lines, Karachi",Karachi,3,3,8.9 Marla,Flat
14800000,"North Nazimabad - Block F, North Nazimabad",Karachi,2,2,4.5 Marla,Flat
32500000,"Bath Island, Karachi",Karachi,3,4,8 Marla,Flat
40000000,"Clifton - Block 9, Clifton",Karachi,4,5,9.8 Marla,Flat
25500000,"Jinnah Avenue, Karachi",Karachi,3,3,7.6 Marla,Flat
25000000,"Jinnah Avenue, Karachi",Karachi,2,3,7.1 Marla,Flat
65000000,"Civil Lines, Karachi",Karachi,3,5,9.8 Marla,Flat
31000000,"Bath Island, Karachi",Karachi,3,4,8 Marla,Flat
19000000,"North Nazimabad - Block B, North Nazimabad",Karachi,3,3,6.7 Marla,Flat
8000000,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",Karachi,3,3,4.7 Marla,Flat
22500000,"Shahrah-e-Pakistan, Karachi",Karachi,3,3,6.4 Marla,Flat
11500000,"Scheme 33, Karachi",Karachi,2,2,4 Marla,Flat
20000000,"DHA Phase 6, DHA Defence",Karachi,3,4,5.8 Marla,Flat
15000000,"Garden West, Karachi",Karachi,2,2,5.2 Marla,Flat
23500000,"Nishat Commercial Area, DHA Phase 6",Karachi,3,3,8.9 Marla,Flat
4600000,"North Karachi, Karachi",Karachi,3,2,2.9 Marla,Flat
36000000,"Roomi Icon, Malir Link To Super Highway",Karachi,3,3,11.3 Marla,Flat
33000000,"Malir Cantonment, Cantt",Karachi,3,3,10.2 Marla,Flat
34500000,"Malir Cantonment, Cantt",Karachi,3,3,10.2 Marla,Flat
20000000,"Malir Cantonment, Cantt",Karachi,2,2,6.4 Marla,Flat
18500000,"Malir Cantonment, Cantt",Karachi,2,2,6.4 Marla,Flat
30000000,"Clifton - Block 2, Clifton",Karachi,3,3,8 Marla,Flat
60000000,"Bahadurabad, Gulshan-e-Iqbal Town",Karachi,5,6,17.8 Marla,Flat
4900000,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",Karachi,2,2,3.1 Marla,Flat
22500000,"Clifton - Block 2, Clifton",Karachi,3,3,8 Marla,Flat
52000000,"Askari 5, Malir Cantonment",Karachi,3,3,11.4 Marla,Flat
62000000,"Askari 5, Malir Cantonment",Karachi,4,4,15.9 Marla,Flat
50000000,"Askari 5, Malir Cantonment",Karachi,4,4,12.9 Marla,Flat
50000000,"Askari 5, Malir Cantonment",Karachi,4,4,13.2 Marla,Flat
19000000,"Cantt Bazar, Malir Cantonment",Karachi,2,2,4.9 Marla,Flat
62500000,"Askari 5, Malir Cantonment",Karachi,4,4,14.7 Marla,Flat
21000000,"Al-Murtaza Commercial Area, DHA Phase 8",Karachi,2,3,4.7 Marla,Flat
16000000,"Rahat Commercial Area, DHA Phase 6",Karachi,2,2,4 Marla,Flat
6500000,"Sehar Commercial Area, DHA Phase 7",Karachi,2,2,3.3 Marla,Flat
35000000,"DHA Phase 4, DHA Defence",Karachi,2,2,8 Marla,Flat
32500000,"DHA Phase 5, DHA Defence",Karachi,3,3,9.8 Marla,Flat
35000000,"Clifton - Block 3, Clifton",Karachi,4,4,9.8 Marla,Flat
50000000,"Shaheed Millat Road, Karachi",Karachi,4,4,7.6 Marla,Flat
17500000,"Diamond Residency, Defence View Phase 2",Karachi,3,3,6.2 Marla,Flat
19500000,"Badar Commercial Area, DHA Phase 5",Karachi,3,3,7.8 Marla,Flat
11500000,"DHA Phase 2 Extension, DHA Defence",Karachi,2,3,4.4 Marla,Flat
35000000,"PECHS Block 2, PECHS",Karachi,3,3,7.6 Marla,Flat
3600000,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",Karachi,1,1,2.4 Marla,Flat
41000000,"Malir Cantonment, Cantt",Karachi,3,4,11.6 Marla,Flat
48000000,"Clifton - Block 8, Clifton",Karachi,3,3,8.9 Marla,Flat
95000000,"Civil Lines, Karachi",Karachi,4,5,12.4 Marla,Flat
39000000,"Clifton - Block 2, Clifton",Karachi,3,4,9.3 Marla,Flat
11500000,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",Karachi,2,2,4 Marla,Flat
17000000,"DHA Phase 5, DHA Defence",Karachi,2,3,4.9 Marla,Flat
35000000,"Cosmopolitan Society, Karachi",Karachi,4,4,7.1 Marla,Flat
3000000,"Federal B Area - Block 7, Federal B Area",Karachi,1,1,1.7 Marla,Flat
14500000,"North Nazimabad - Block H, North Nazimabad",Karachi,2,2,4.4 Marla,Flat
3000000,"Surjani Town - Sector 4A, Surjani Town",Karachi,1,1,2.2 Marla,Flat
19000000,"Gulshan-e-Shameem, Gulberg Town",Karachi,3,3,7.4 Marla,Flat
57500000,"Shaheed Millat Road, Karachi",Karachi,3,3,7.8 Marla,Flat
45000000,"Bahadurabad, Gulshan-e-Iqbal Town",Karachi,3,3,7.8 Marla,Flat
18500000,"Rafi Premier Residency, Scheme 33",Karachi,3,4,7.8 Marla,Flat
48000000,"Siraj-ud-Daula Road, Karachi",Karachi,4,5,7.3 Marla,Flat
21000000,"Shahra-e-Faisal, Karachi",Karachi,3,4,7.6 Marla,Flat
4200000,"Surjani Town, Gadap Town",Karachi,2,2,3.2 Marla,Flat
38500000,"Amil Colony, Karachi",Karachi,4,4,8.9 Marla,Flat
20000000,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",Karachi,4,4,10.7 Marla,Flat
32500000,"Clifton - Block 2, Clifton",Karachi,3,3,8 Marla,Flat
55000000,"Clifton - Block 4, Clifton",Karachi,4,4,16 Marla,Flat
3000000,"Federal B Area - Block 7, Federal B Area",Karachi,1,1,1.6 Marla,Flat
49000000,"Emaar Panorama, DHA Phase 8",Karachi,1,2,5.6 Marla,Flat
71000000,"Emaar Crescent Bay, DHA Phase 8",Karachi,1,2,6.7 Marla,Flat
11000000,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",Karachi,2,2,4.9 Marla,Flat
90000000,"Emaar Crescent Bay, DHA Phase 8",Karachi,2,3,8.7 Marla,Flat
47500000,"Emaar Panorama, DHA Phase 8",Karachi,1,2,6.2 Marla,Flat
75000000,"HMR Waterfront, DHA Phase 8",Karachi,2,3,10.2 Marla,Flat
40000000,"HMR Waterfront, DHA Phase 8",Karachi,1,2,4.4 Marla,Flat
70000000,"HMR Waterfront, DHA Phase 8",Karachi,2,3,9.8 Marla,Flat
55000000,"HMR Waterfront, DHA Phase 8",Karachi,2,3,7.6 Marla,Flat
97500000,"Emaar Panorama, DHA Phase 8",Karachi,3,4,13.3 Marla,Flat
100000000,"Emaar Panorama, DHA Phase 8",Karachi,2,3,11.1 Marla,Flat
100000000,"Emaar Panorama, DHA Phase 8",Karachi,3,4,9.6 Marla,Flat
140000000,"Emaar Panorama, DHA Phase 8",Karachi,4,5,12.4 Marla,Flat
42500000,"Emaar Panorama, DHA Phase 8",Karachi,1,2,4.9 Marla,Flat
90000000,"HMR Waterfront, DHA Phase 8",Karachi,2,3,9.1 Marla,Flat
95000000,"Emaar Reef Towers, Emaar Crescent Bay",Karachi,4,5,12 Marla,Flat
85000000,"Emaar The Views, DHA Phase 8",Karachi,2,3,7.6 Marla,Flat
95000000,"Emaar The Views, DHA Phase 8",Karachi,3,4,11.6 Marla,Flat
13000000,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",Karachi,3,3,4.9 Marla,Flat
4600000,"Surjani Town - Sector L1, Surjani Town - Sector 1",Karachi,2,2,2.4 Marla,Flat
31000000,"Tulip Tower, Saadi Road",Karachi,4,4,16 Marla,Flat
4500000,"Badar Commercial Area, DHA Phase 5",Karachi,2,2,2.2 Marla,Flat
7000000,"Gulzar-e-Hijri, Scheme 33",Karachi,2,2,3.1 Marla,Flat
8688000,"Federal B Area - Block 8, Federal B Area",Karachi,3,2,3.3 Marla,Flat
15000000,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",Karachi,3,3,6 Marla,Flat
32500000,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",Karachi,3,3,7.3 Marla,Flat
75000000,"Bath Island, Karachi",Karachi,4,5,12 Marla,Flat
4200000,"Gulzar-e-Hijri, Scheme 33",Karachi,2,2,2.7 Marla,Flat
30000000,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",Karachi,3,3,8.4 Marla,Flat
7200000,"Federal B Area - Block 9, Federal B Area",Karachi,2,2,4.2 Marla,Flat
52500000,"Shaheed Millat Road, Karachi",Karachi,3,3,7.6 Marla,Flat
19000000,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",Karachi,3,3,7.6 Marla,Flat
22000000,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",Karachi,3,3,7.6 Marla,Flat
41000000,"Askari 4, Gulistan-e-Jauhar",Karachi,3,3,10.7 Marla,Flat
7000000,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",Karachi,2,2,4.9 Marla,Flat
10500000,"Chapal Courtyard, Karachi",Karachi,2,2,4.7 Marla,Flat
10500000,"Chapal Courtyard, Karachi",Karachi,2,2,5.1 Marla,Flat
2600000,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar",Karachi,2,2,3.1 Marla,Flat
14900000,"Nishat Commercial Area, DHA Phase 6",Karachi,2,2,4 Marla,Flat
10900000,"Gulshan-e-Maymar, Gadap Town",Karachi,3,3,5.6 Marla,Flat
38000000,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",Karachi,3,4,8.9 Marla,Flat
45000000,"Askari 4, Gulistan-e-Jauhar",Karachi,3,3,10.7 Marla,Flat
33000000,"Askari 5 - Sector J, Askari 5",Karachi,3,3,11.4 Marla,Flat
41500000,"Askari 5 - Sector J, Askari 5",Karachi,3,3,11.6 Marla,Flat
70000000,"Askari 4, Gulistan-e-Jauhar",Karachi,3,3,11.4 Marla,Flat
5500000,"DHA City Karachi, Karachi",Karachi,1,1,2.3 Marla,Flat
4000000,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",Karachi,2,2,3.1 Marla,Flat
15000000,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",Karachi,3,3,5.3 Marla,Flat
700000,"Scheme 45, Karachi",Karachi,2,2,3.3 Marla,Flat
3400000,"Gulzar-e-Hijri, Scheme 33",Karachi,2,2,3.4 Marla,Flat
9500000,"Diamond Residency, Defence View Phase 2",Karachi,2,2,5.1 Marla,Flat
13000000,"Nazimabad, Karachi",Karachi,3,3,6.7 Marla,Flat
5500000,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",Karachi,1,2,2.4 Marla,Flat
5500000,"PIB Colony, Karachi",Karachi,2,2,3.8 Marla,Flat
18500000,"Federal B Area - Block 8, Federal B Area",Karachi,3,3,6.7 Marla,Flat
55000000,"Emaar Panorama, DHA Phase 8",Karachi,2,3,7.6 Marla,Flat
20000000,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",Karachi,3,3,6.4 Marla,Flat
7600000,"Saadi Town - Block 6, Saadi Town",Karachi,2,2,4.2 Marla,Flat
9000000,"Gulshan-e-Iqbal - Block 4A, Gulshan-e-Iqbal",Karachi,1,1,3.3 Marla,Flat
3500000,"North Karachi - Sector 11-H, North Karachi",Karachi,1,1,2.9 Marla,Flat
7500000,"North Karachi - Sector 11-H, North Karachi",Karachi,2,2,6.7 Marla,Flat
12000000,"North Nazimabad - Block M, North Nazimabad",Karachi,2,2,5.3 Marla,Flat
5500000,"North Nazimabad - Block B, North Nazimabad",Karachi,2,2,3.6 Marla,Flat
10000000,"North Nazimabad - Block B, North Nazimabad",Karachi,3,3,5.6 Marla,Flat
9000000,"North Nazimabad - Block B, North Nazimabad",Karachi,2,2,3.1 Marla,Flat
30000000,"North Nazimabad - Block F, North Nazimabad",Karachi,4,4,10.7 Marla,Flat
15500000,"North Nazimabad - Block A, North Nazimabad",Karachi,2,2,4.4 Marla,Flat
14000000,"Gulistan-e-Jauhar, Karachi",Karachi,3,3,6.7 Marla,Flat
4200000,"North Nazimabad, Karachi",Karachi,2,2,3.6 Marla,Flat
12500000,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",Karachi,3,3,6.4 Marla,Flat
25000000,"Khalid Bin Walid Road, Karachi",Karachi,3,3,7.6 Marla,Flat
3400000,"KN Gohar Green City, Karachi",Karachi,1,1,1.5 Marla,Flat
17000000,"Falaknaz Harmony, Karachi",Karachi,3,4,7.8 Marla,Flat
9000000,"Gulshan-e-Iqbal - Block 4A, Gulshan-e-Iqbal",Karachi,2,2,3.3 Marla,Flat
19500000,"Gulistan-e-Jauhar, Karachi",Karachi,3,3,6.4 Marla,Flat
48000000,"Gulshan-e-Maymar - Sector R, Gulshan-e-Maymar",Karachi,2,2,4.4 Marla,Flat
4500000,"Gulshan-e-Maymar - Sector R, Gulshan-e-Maymar",Karachi,2,2,4.4 Marla,Flat
4500000,"Gulshan-e-Maymar, Gadap Town",Karachi,2,2,4 Marla,Flat
13600000,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",Karachi,3,3,7.3 Marla,Flat
13500000,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",Karachi,3,3,7.3 Marla,Flat
5800000,"City Tower And Shopping Mall, University Road",Karachi,1,1,2.4 Marla,Flat
9500000,"City Tower And Shopping Mall, University Road",Karachi,2,2,4.7 Marla,Flat
19500000,"City Tower And Shopping Mall, University Road",Karachi,3,3,5.8 Marla,Flat
24500000,"City Tower And Shopping Mall, University Road",Karachi,3,3,8.2 Marla,Flat
18500000,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",Karachi,4,4,10.7 Marla,Flat
3200000,"Gulistan-e-Jauhar, Karachi",Karachi,2,2,3.6 Marla,Flat
12500000,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",Karachi,3,3,7.3 Marla,Flat
45000000,"Tariq Road, Karachi",Karachi,4,4,12 Marla,Flat
11399999,"Sector 31 - Punjabi Saudagar City Phase 2, Scheme 33 - Sector 31",Karachi,2,2,4.4 Marla,Flat
10500000,"Sector 31 - Punjabi Saudagar City Phase 2, Scheme 33 - Sector 31",Karachi,2,2,4.2 Marla,Flat
8450000,"Sector 31 - Punjabi Saudagar City Phase 2, Scheme 33 - Sector 31",Karachi,2,2,3.1 Marla,Flat
19800000,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",Karachi,4,5,5.7 Marla,Flat
16500000,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",Karachi,4,4,5.7 Marla,Flat
7000000,"Bhittai Colony, Korangi",Karachi,3,3,4.8 Marla,Flat
19000000,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",Karachi,3,3,6.7 Marla,Flat
2600000,"Delhi Colony, Karachi",Karachi,2,2,2.4 Marla,Flat
2200000,"Delhi Colony, Karachi",Karachi,2,1,2.2 Marla,Flat
1950000,"Delhi Colony, Karachi",Karachi,2,1,2 Marla,Flat
2000000,"Punjab Colony, Karachi",Karachi,2,1,2 Marla,Flat
7000000,"Badar Commercial Area, DHA Phase 5",Karachi,2,2,4 Marla,Flat
7000000,"Punjab Colony, Karachi",Karachi,2,3,4.9 Marla,Flat
5800000,"Delhi Colony, Karachi",Karachi,2,2,4.2 Marla,Flat
4500000,"Rabia City, Karachi",Karachi,2,2,4.2 Marla,Flat
23000000,"PECHS Block 3, PECHS",Karachi,3,3,6.7 Marla,Flat
9500000,"Suparco Road, Karachi",Karachi,3,2,4.9 Marla,Flat
22500000,"Dhoraji Colony, Gulshan-e-Iqbal Town",Karachi,3,3,6.4 Marla,Flat
5450000,"Bahria Apartments, Bahria Town Karachi",Karachi,2,2,2.9 Marla,Flat
17500000,"Rufi Lake Drive Apartments, Karachi",Karachi,3,3,8.6 Marla,Flat
30000000,"DHA Phase 6, DHA Defence",Karachi,3,4,8 Marla,Flat
7800000,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",Karachi,2,2,4 Marla,Flat
11800000,"Shaz Residency, Gulshan-e-Iqbal Town",Karachi,2,2,4.9 Marla,Flat
32500000,"Al-Murtaza Commercial Area, DHA Phase 8",Karachi,3,3,7.3 Marla,Flat
6500000,"Country Apartment, Scheme 33",Karachi,2,2,2.9 Marla,Flat
6800000,"Bahria Town Karachi, Karachi",Karachi,1,1,2.9 Marla,Flat
42500000,"Clifton - Block 1, Clifton",Karachi,3,4,8.9 Marla,Flat
12600000,"Clifton, Karachi",Karachi,2,2,3.7 Marla,Flat
18500000,"DHA Phase 4, DHA Defence",Karachi,3,4,8 Marla,Flat
8500000,"ARY Laguna, DHA City Karachi",Karachi,2,2,4.6 Marla,Flat
13500000,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",Karachi,3,3,6.7 Marla,Flat
14500000,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",Karachi,3,3,6 Marla,Flat
25500000,"Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar",Karachi,3,4,8.2 Marla,Flat
15500000,"North Nazimabad - Block B, North Nazimabad",Karachi,3,3,6.7 Marla,Flat
7500000,"North Nazimabad - Block B, North Nazimabad",Karachi,2,3,5.3 Marla,Flat
25000000,"North Nazimabad - Block B, North Nazimabad",Karachi,3,4,10.7 Marla,Flat
8000000,"North Nazimabad - Block B, North Nazimabad",Karachi,2,2,4.9 Marla,Flat
30500000,"North Nazimabad - Block H, North Nazimabad",Karachi,3,3,8 Marla,Flat
9000000,"Bufferzone - Sector 15-A/1, Buffer Zone",Karachi,3,3,5.8 Marla,Flat
12000000,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",Karachi,3,3,6.4 Marla,Flat
24500000,"Bahria Apartments, Bahria Town Karachi",Karachi,4,4,13.1 Marla,Flat
6000000,"Delhi Colony, Karachi",Karachi,4,3,5.6 Marla,Flat
11000000,"Kings Classic, Gulistan-e-Jauhar - Block 7",Karachi,3,3,5.8 Marla,Flat
22500000,"Saima Jinnah Avenue, Malir",Karachi,2,2,5.3 Marla,Flat
41500000,"Askari 5 - Sector J, Askari 5",Karachi,3,3,11.1 Marla,Flat
7000000,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",Karachi,2,2,3.4 Marla,Flat
23000000,"DHA Phase 2 Extension, DHA Defence",Karachi,5,4,9.6 Marla,Flat
17500000,"DHA Phase 2 Extension, DHA Defence",Karachi,3,3,12.8 Marla,Flat
16500000,"DHA Phase 2, DHA Defence",Karachi,3,3,8 Marla,Flat
4800000,"PS Heights, Scheme 33 - Sector 31",Karachi,2,2,4.4 Marla,Flat
11500000,"Badar Commercial Area, DHA Phase 5",Karachi,2,2,4.4 Marla,Flat
5500000,"Badar Commercial Area, DHA Phase 5",Karachi,2,2,2.2 Marla,Flat
6400000,"Badar Commercial Area, DHA Phase 5",Karachi,2,2,2.7 Marla,Flat
6500000,"Bahria Town Karachi, Karachi",Karachi,1,2,4.4 Marla,Flat
1200000,"Chandio Village, Punjab Colony",Karachi,1,1,2.2 Marla,Flat
